Stars,Titles,Reviews
4,Good in the price range,"I'll not say it's bad or best
It's near to average
Quality is good. But there is some problem with colour. This brown colour looks so ugly if u want try another colour such as green.
Quality is okay
You can go with it in this price range"
4,Nice 🙂,Very good quality 😃
4,Nice,Good one.
4,Wallet,Good product.value for money.
4,Quality,"Pretty good product considering the price. Not a premium product, but it'll certainly do. 👍"
4,Impressive,Nice product
4,Good,Colour is very dark as compared to it's picture
4,Good For This Price.,Very good product.looking Beautiful.
4,good product,Good quality product. happy to be using it.
4,Nice product,"Nice product, good quality"
4,Best,"After year review
Go for it"
4,Best Quality in this range.,Looks premium..!!!♥️👌
4,Good product,"Play Video
 Amazing quality for the price nd quality wise I think they are very well nd I like this ...👍"
4,Good,Durable
4,Ok,Okay
4,Good,Good
4,As per pricing,Quality as expected
4,Very nice product,Super...
4,Good Product,Good product value for money but quality is not as higher as in Amazon.
4,Nice,Nice
4,WildHorn Leather Wallet for Men,I bought the WildHorn Leather Wallet for Men - ultra strong stiching during a sale for Rs.270 (MRP 1499). The purse is value for the amount paid. It is sure not value for its MRP. The Card containers are a bit tight.
4,Satisfied product,Product is looking classic and catchy.
4,Good offer,Nit an original leather wallet but good at the price
4,Wallet,Good product
4,Super,Nice
4,Good,Value for money
4,Good,Nice
4,very good,very good Leather
3,Ok,Ok
3,Not as expected,Quality is not as shown in the picture.
3,Good product worthful in budget range,Value for money
3,Average,Average
3,Product is not good,It is better to buy purse from local market. Not good quality.
3,Average,Average
3,Cheap material and misleading,It's not made from leather. It's misleading
3,Not that good,The outside is great. But inside
3,Poor quality,I purchased for gifting someone but I don't like the product the wallet look dull and the packaging of the Amazon it's very cheap they rap the whitetap all the wallet box even they don't give in a box or rapper 😭
3,Average quality.,Not of good quality and over priced.
3,Could have been better overall not bad,Good in this price range but Small size and some area missing as compare to other brand wallet
3,Good,"Durable 👍,fit👍, good texture 👍"
3,Okayish enough,"The product is nice and good. One thing I am doubtful is they claim it is genuine leather. Apart from that, all the rest is good. Look and feel is nice too."
3,Okay,Not Bad
3,Collor different,
3,Product quality & ETC,This is a good product with good quality of leather. and the product price is so affordable. but their packaging quality is not good. And stitching quality is not good 😐. Overall good & most affordable wallet.
3,Wrong description,It has space only for 4 credit cards not six as mentioned in description of the product
3,quality should be better,ok.
3,Good but feel of non-branded item,"Just used for 2 days.
Pros : lightweight, same color, probably full grain leather

Con: the metal round buckle on top side has paint smudges which make feel of non branded item. Besides, tags had no barcode, mfg date etc."
3,Quality,Not happy with the quality of leather.
3,Mens wallet,"It's good product
It's right to buy in budget"
3,It's not a pure leather...,In description mentioned it's a pure leather wallet... but it's a genuine leather wallet... that's why I returned it...
3,Mast,Supar
3,Good product,Nice
3,Bad impression,I've just received this Order .Well I'm not sure about the quality of this wallet yet but the tag of the brand name in front is already peeling off. I am not returning it but yeah little disappointed and gives bad impression.
3,Good,
3,Color isn't that same....,I already had 2 wild horn wallets before so quality wise no doubt it is fine but this time the color was different (bit darkar) stitching was not perfectly done.
3,Decent purse,You get what you pay for. Not too great and not too bad either. It does the job. Colour is great though
3,Wallet Size little smaller than usual size,Quality of craftsmanship is not so impressive
3,3 star,"It's an average wallet .Not up to the mark
The wallet of wallet is very bad I fell vomit after smelling it. The colour as shown in photograph is not as same.
It will be good If you would buy another one or in offline market."
3,Not a real leather....,It's not a real leather but it's pretty okay for this price....
3,Average,Need improvement
3,Ok poduct don't expect more,"It may be genuine leather but the leather layer is as thin as a polythene cover inside something is there which makes the wallet soft it may be a sponge. I bought it for Rs.299 which is very high, the cost is very high for this wallet. Rs.200-250 will be the right price. look wise it looks good premium and thin.better buy wallets in nearby shops so that you can touch and feel the quality."
3,Great wallter under rs 400,Please check other wallet also
3,Good,Good
3,Finishing,Finishing
3,Quality,Good
3,Nice,Cheap
3,Nice product,Good item
3,my son liked this product very much.,"the product is very good. color, texture and material too good.
i gifted this to my teen and he just loves it."
3,Value for money,"Play Video
 Lightweight, good product. but wrong colour options delevered . My order brown but wrong delivered Brown new Nappa. so colourful option not 🚫 wrong delivered"
3,Ok,"Product is just ok, don't expect shown in the image."
3,Budget friendly,"No leather, synthetic net cloth purse from inside, go for other model"
